Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2024,Spring,2024-sp,STAT,200,Statistical Analysis,LCD,3,56,21,11,5,7,5,2,3,0,0,0,1,1,"Clement, Kit"
2024,Spring,2024-sp,STAT,200,Statistical Analysis,LCD,3,10,2,2,5,5,1,4,1,0,1,1,2,0,"Gao, Hanjia"
2024,Spring,2024-sp,STAT,207,Data Science Exploration,LEC,28,61,28,16,13,4,4,7,2,1,2,1,1,0,"Deeke, Julie M"
2024,Spring,2024-sp,STAT,207,Data Science Exploration,ONL,74,55,25,14,3,4,2,2,1,0,0,1,3,0,"Ellison, Victoria M"
2024,Spring,2024-sp,STAT,212,Biostatistics,LCD,55,43,24,12,13,4,1,6,2,0,1,0,3,0,"Findley, Kelly P"
2024,Spring,2024-sp,STAT,212,Biostatistics,LCD,43,65,25,13,18,13,2,4,1,1,0,1,2,0,"Martinez Vargas, Pamela P"
2024,Spring,2024-sp,STAT,385,Statistics Programming Methods,LCD,26,61,0,0,33,0,0,5,0,0,2,0,2,0,"Kinson, Christopher L"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,13,72,44,20,9,12,3,2,2,2,4,1,0,1,"Unger, David"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,21,83,22,21,15,8,4,2,5,1,0,0,4,1,"Unger, David"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,51,48,22,17,25,7,8,7,2,4,1,0,0,1,"Yu, Albert"
2024,Spring,2024-sp,STAT,400,Statistics and Probability I,LEC,59,42,25,10,23,10,5,4,7,2,1,0,0,0,"Yu, Albert"
2024,Spring,2024-sp,STAT,408,Actuarial Statistics I,LEC,3,8,2,4,6,5,0,0,2,1,1,1,2,0,"Lee, Hyoeun"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,LCD,5,24,18,19,2,1,0,0,0,0,0,0,0,0,"Yang, Yun"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,LCD,7,17,16,12,8,6,0,6,3,0,2,0,4,0,"Stepanov, Alexey G"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,LCD,11,22,16,6,7,1,0,6,4,0,2,0,1,1,"Stepanov, Alexey G"
2024,Spring,2024-sp,STAT,410,Statistics and Probability II,LCD,6,27,22,12,4,4,0,0,0,0,0,0,0,0,"Yang, Yun"
2024,Spring,2024-sp,STAT,420,Methods of Applied Statistics,LCD,10,28,15,7,7,3,1,3,2,1,0,0,1,1,"Deeke, Julie M"
2024,Spring,2024-sp,STAT,424,Design of Experiments,LCD,5,12,4,1,2,1,2,3,0,0,1,1,1,0,"Chronopoulou, Alexandra"
2024,Spring,2024-sp,STAT,425,Statistical Modeling I,LCD,7,26,7,10,9,7,1,2,4,0,0,0,2,0,"Bravo De Guenni, Lelys"
2024,Spring,2024-sp,STAT,425,Statistical Modeling I,LCD,22,13,8,6,7,3,2,3,3,1,0,1,1,0,"Jia, Weijia"
2024,Spring,2024-sp,STAT,425,Statistical Modeling I,LCD,23,17,7,11,1,1,3,1,2,1,1,0,0,1,"Jia, Weijia"
2024,Spring,2024-sp,STAT,426,Statistical Modeling II,LCD,6,39,15,8,7,5,0,2,1,1,0,0,1,0,"Yu, Ruoqi"
2024,Spring,2024-sp,STAT,426,Statistical Modeling II,LCD,5,42,11,3,14,2,6,1,0,0,0,1,0,0,"Yu, Ruoqi"
2024,Spring,2024-sp,STAT,426,Statistical Modeling II,LCD,6,21,10,10,5,8,0,1,1,2,0,5,2,0,"Douglas, Jeffrey A"
2024,Spring,2024-sp,STAT,427,Statistical Consulting,LCD,0,31,0,3,0,0,0,0,0,0,0,0,0,0,"Chen, Yuguo"
2024,Spring,2024-sp,STAT,428,Statistical Computing,LCD,50,6,3,3,0,0,1,0,1,0,0,0,0,0,"Zhang, Susu"
2024,Spring,2024-sp,STAT,429,Time Series Analysis,LCD,5,22,6,5,1,8,0,1,0,0,0,3,2,0,"Lee, Hyoeun"
2024,Spring,2024-sp,STAT,430,Topic: Baseball Analytics,LCD,6,16,12,4,3,3,4,0,0,0,1,0,1,0,"Eck, Daniel J"
2024,Spring,2024-sp,STAT,431,Applied Bayesian Analysis,LCD,7,30,13,11,2,0,1,1,0,0,0,0,1,0,"Park, Trevor H"
2024,Spring,2024-sp,STAT,432,Basics of Statistical Learning,LCD,6,23,10,8,5,4,3,2,1,0,0,1,0,0,"Dayanikli, Gokce"
2024,Spring,2024-sp,STAT,432,Basics of Statistical Learning,LCD,10,26,12,5,9,4,4,1,1,0,0,0,0,0,"Dayanikli, Gokce"
2024,Spring,2024-sp,STAT,433,Stochastic Processes,LCD,11,21,9,1,6,3,0,1,0,0,0,0,0,0,"Stepanov, Alexey G"
2024,Spring,2024-sp,STAT,437,Unsupervised Learning,ONL,12,26,11,4,4,1,2,0,0,2,0,0,0,0,"Ellison, Victoria M"
2024,Spring,2024-sp,STAT,440,Statistical Data Management,LCD,37,17,0,0,1,0,0,4,0,0,0,0,0,0,"Kinson, Christopher L"
2024,Spring,2024-sp,STAT,443,Professional Statistics,LCD,0,13,13,4,4,1,0,2,0,0,1,0,0,0,"Glosemeyer, Darren W"
2024,Spring,2024-sp,STAT,447,Data Science Prog Methods,ONL,6,12,16,4,5,0,0,2,1,1,0,0,0,1,"Eddelbuettel, Dirk"
2024,Spring,2024-sp,STAT,448,Advanced Data Analysis,LCD,0,15,16,5,9,2,2,1,0,2,1,0,0,1,"Glosemeyer, Darren W"
2024,Spring,2024-sp,STAT,448,Advanced Data Analysis,LCD,16,10,12,4,5,6,2,0,3,0,0,0,1,0,"Bravo De Guenni, Lelys"
2024,Spring,2024-sp,STAT,510,Mathematical Statistics,LCD,13,18,2,2,8,3,1,6,0,2,0,0,2,0,"Chronopoulou, Alexandra"
2024,Spring,2024-sp,STAT,541,Advanced Predictive Analytics,LCD,4,3,4,3,1,2,2,2,0,0,0,0,0,0,"Quan, Zhiyu"
2024,Spring,2024-sp,STAT,542,Statistical Learning,LCD,41,11,3,2,0,1,1,0,0,0,0,0,0,0,"Liu, Jingbo"
2024,Spring,2024-sp,STAT,546,Machine Learning in Data Sci,LCD,4,25,9,1,1,2,0,0,0,0,1,0,0,0,"Liang, Feng"
2024,Spring,2024-sp,TAM,210,Introduction to Statics,LCD,34,46,18,16,10,10,6,3,0,0,1,1,2,0,"Krishnan, Gautham"
2024,Spring,2024-sp,TAM,211,Statics,LCD,8,23,10,14,17,15,10,11,9,3,2,0,5,0,"Krishnan, Gautham"
2024,Spring,2024-sp,TAM,212,Introductory Dynamics,LCD,16,44,28,36,39,30,20,20,6,9,3,0,4,0,"Golecki, Thomas F"
2024,Spring,2024-sp,TAM,212,Introductory Dynamics,LCD,7,25,22,29,35,27,18,20,11,1,6,3,5,0,"Ertekin, Elif"
2024,Spring,2024-sp,TAM,212,Introductory Dynamics,DIS,10,38,19,7,8,4,1,1,1,0,1,0,0,0,"Lee, Chia-Fon"
2024,Spring,2024-sp,TAM,251,Introductory Solid Mechanics,LEC,23,24,21,23,21,16,7,8,8,1,1,1,0,0,"Luetkemeyer, Callan M"
2024,Spring,2024-sp,TAM,251,Introductory Solid Mechanics,LEC,46,34,42,21,24,25,12,5,5,4,1,1,0,0,"Faghir Hagh, Varda"
2024,Spring,2024-sp,TAM,252,Solid Mechanics Design,LCD,2,11,4,3,1,3,2,0,0,0,0,0,0,0,"Johnson, Blake E"
2024,Spring,2024-sp,TAM,335,Introductory Fluid Mechanics,LCD,0,30,10,3,3,1,1,5,1,0,1,0,0,0,"Stephani, Kelly"
2024,Spring,2024-sp,TAM,335,Introductory Fluid Mechanics,LCD,6,7,8,2,6,3,3,1,2,1,2,2,1,1,"Hamid, Md Abdul"
2024,Spring,2024-sp,TAM,335,Introductory Fluid Mechanics,LCD,17,9,2,1,0,2,0,0,0,0,0,0,1,0,"Lee, Chia-Fon"
2024,Spring,2024-sp,TAM,412,Intermediate Dynamics,LCD,1,8,3,4,7,2,1,1,3,0,2,0,1,0,"Vakakis, Alexander F"
2024,Spring,2024-sp,TAM,456,Experimental Stress Analysis,LCD,18,12,6,2,2,2,0,0,0,0,1,0,0,0,"Hutchens, Shelby"
2024,Spring,2024-sp,TE,100,Intro to ILEE,LCD,13,14,9,0,0,1,0,0,0,0,0,0,0,0,"Goodman, Matthew D"
2024,Spring,2024-sp,TE,250,From Idea to Enterprise,LCD,6,21,11,5,1,0,0,0,0,0,0,0,0,1,"Karasek, Mark L"
2024,Spring,2024-sp,TE,333,"Creativity, Innovation, Vision",LCD,5,12,3,2,1,1,1,0,0,0,0,0,0,0,"Halloran, Kellie M"
2024,Spring,2024-sp,TE,360,Lect in Engrg Entrepreneurship,LCD,47,6,5,1,1,4,1,1,0,0,0,0,1,0,"Wilson, Gerald O"
2024,Spring,2024-sp,TE,440,Engineering City Scholars,LCD,19,1,0,0,1,0,0,0,0,0,0,0,1,0,"Taylor, Jed L"
2024,Spring,2024-sp,TE,450,"Startups:Inc,Fund,Contracts,IP",LCD,0,10,7,1,4,2,1,0,1,0,1,0,0,0,"Barich, Joseph M"
2024,Spring,2024-sp,TE,460,Lect in Engrg Entrepreneurship,ONL,16,8,9,2,0,0,0,0,0,0,0,0,2,0,"Wilson, Gerald O"
2024,Spring,2024-sp,TE,462,Leading Sustainable Change,LCD,0,18,2,2,1,0,0,0,0,0,0,0,0,0,"Spencer, Gayle"
2024,Spring,2024-sp,TE,466,High-Tech Venture Marketing,ONL,0,10,6,3,5,1,0,0,0,0,0,0,0,1,"Bivona, Marc"
2024,Spring,2024-sp,TE,567,Venture Funded Startups,ONL,0,28,4,0,0,0,0,1,0,0,0,0,0,0,"Chopra, Sanjiv"
2024,Spring,2024-sp,THEA,100,Practicum I,LAB,18,3,9,1,1,0,0,0,0,1,0,0,0,1,"Ciofalo, Terry A"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,13,5,2,4,2,0,0,0,1,0,0,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,14,6,2,0,0,1,0,0,0,1,0,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,8,7,3,2,1,1,0,2,0,0,1,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,6,9,2,3,1,2,1,0,0,0,1,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,20,2,2,1,0,0,0,0,0,0,0,0,0,1,"Civello, Mitchel A"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,16,6,2,0,1,1,0,0,0,0,0,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,15,6,4,0,0,2,0,0,0,0,0,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,8,6,4,1,2,1,0,1,0,1,0,0,0,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,13,4,2,0,2,2,1,0,0,0,0,0,1,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,15,3,4,3,0,1,0,0,1,0,0,1,1,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,15,8,1,3,1,0,0,0,0,0,0,0,1,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,9,5,3,2,1,1,1,0,1,0,0,0,3,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,14,3,2,2,0,0,0,0,2,0,0,1,2,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,10,4,1,2,2,2,0,0,0,1,0,0,1,1,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,4,2,3,2,3,1,1,3,0,0,1,1,3,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,15,4,0,2,1,1,1,1,0,0,0,0,3,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,13,5,3,2,1,0,1,2,1,0,0,0,1,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,13,1,2,4,1,2,0,0,1,0,0,1,4,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,10,4,2,0,1,1,0,1,2,0,2,0,3,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,10,4,3,0,3,2,1,0,0,0,1,0,2,1,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,13,3,1,0,3,1,0,1,0,0,0,1,2,1,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,101,Introduction to Theatre Arts,ONL,12,2,5,1,2,1,1,1,0,0,0,0,2,0,"Miller, Thomas J"
2024,Spring,2024-sp,THEA,110,Broadway Musicals,LEC,40,14,7,6,2,1,0,0,0,1,0,0,1,0,"Morrissette, Jason W"
2024,Spring,2024-sp,THEA,122,Foundations: Theory + Practice,LCD,0,9,17,1,0,0,2,2,0,1,0,0,2,1,"Jenkins, Jeffrey E"
2024,Spring,2024-sp,THEA,200,Practicum II,LAB,7,4,7,0,0,2,1,1,0,0,0,0,0,0,"Ciofalo, Terry A"
2024,Spring,2024-sp,THEA,208,21st Century Dramaturgy,LCD,26,9,0,2,8,0,0,1,0,0,0,0,1,0,"Carlson, Vincent J"
2024,Spring,2024-sp,THEA,450,Management Seminar,LCD,0,20,1,1,0,0,0,1,2,0,0,0,0,0,"Kocher, Cynthia"
2024,Spring,2024-sp,UP,116,Urban Informatics I,LEC,11,3,4,4,1,0,1,0,0,0,1,0,1,0,"Fang, Fang"
2024,Spring,2024-sp,UP,136,Urban Sustainability,LEC,0,28,8,5,1,1,1,1,3,1,0,0,0,0,"Allred, Dustin"
2024,Spring,2024-sp,UP,185,Cities in a Global Perspective,LEC,5,20,1,0,2,0,0,0,0,0,0,0,0,1,"Qayyum, Faizaan"
2024,Spring,2024-sp,UP,201,Planning in Action,LCD,0,26,2,1,5,1,0,3,0,0,1,0,0,0,"Edwards, Mary M"
2024,Spring,2024-sp,UP,204,Chicago: Planning & Urban Life,LEC,0,6,8,4,2,3,0,0,1,1,0,1,1,0,"Yenigun, Ozge"
2024,Spring,2024-sp,UP,205,Ecology & Env Sustainability,LCD,2,14,10,2,3,1,1,0,0,0,1,0,0,0,"Walker, Rebecca H"
2024,Spring,2024-sp,UP,211,"Local Planning, Gov't and Law",LCD,0,20,7,2,2,1,0,0,2,0,0,0,0,0,"Allred, Dustin"
2024,Spring,2024-sp,UP,230,Intro to Transport Planning,LCD,9,2,2,1,2,1,5,0,1,2,0,1,0,0,"Merck, Amanda M"
2024,Spring,2024-sp,UP,316,Urban Informatics II,LEC,5,11,4,2,2,4,1,0,4,0,1,2,3,0,"Lee, Bumsoo"
2024,Spring,2024-sp,UP,347,Junior Planning Workshop,LEC,0,19,2,0,0,0,0,3,1,0,1,0,1,0,"Kowalski, Robert G"
2024,Spring,2024-sp,UP,406,Urban Ecology,LCD,0,12,6,2,1,0,0,0,0,0,0,0,0,0,"Walker, Rebecca H"
2024,Spring,2024-sp,UP,426,Urban Design and Planning,LEC,10,8,3,0,0,1,0,0,0,0,0,0,0,0,"Chiu-Shee, Colleen"
2024,Spring,2024-sp,UP,434,Pedestrian/Bicycle Planning,LCD,5,12,6,1,3,0,0,1,0,0,0,0,0,0,"Braun, Lindsay M"
2024,Spring,2024-sp,UP,438,Disasters and Urban Planning,LCD,19,0,1,2,0,2,0,0,0,1,0,0,0,0,"Perez Figueroa, Omar"
2024,Spring,2024-sp,UP,475,Real Estate Dev. Fundamentals,LCD,0,19,11,3,2,1,1,1,0,0,0,0,0,0,"Allred, Dustin"
2024,Spring,2024-sp,UP,486,Planning with Climate Change,LCD,14,3,2,3,0,0,0,0,0,0,0,0,0,0,"Perez Figueroa, Omar"
2024,Spring,2024-sp,UP,504,Urban History and Theory,LCD,17,10,4,1,0,0,0,0,0,0,0,0,0,0,"Novoa Echaurren, Magdalen"
2024,Spring,2024-sp,UP,511,Law and Planning,LCD,1,6,6,7,3,2,0,0,0,0,0,0,0,0,"LeRoy, Benjamin A"
2024,Spring,2024-sp,UP,570,Neighborhood Analysis,LCD,0,22,3,1,4,0,0,0,0,0,0,0,0,0,"Greenlee, Andrew J"
2024,Spring,2024-sp,VCM,513,Science of Health Homeostasis,ONL,12,15,1,1,2,0,0,0,0,0,0,0,0,0,"Aldridge, Brian M"
2024,Spring,2024-sp,VCM,514,Science of Health Evaluation,ONL,0,21,0,0,5,0,0,0,0,0,0,0,0,0,"Aldridge, Brian M"
2024,Spring,2024-sp,VCM,540,Conservation Ecosystem Health,LEC,0,43,0,0,2,0,0,0,0,0,0,0,0,0,"Sander, William E"
2024,Spring,2024-sp,VCM,547,Global One Health,LCD,0,22,0,0,7,0,0,0,0,0,0,0,0,0,"Sander, William E"
2024,Spring,2024-sp,VM,603,Structure and Function II,LEC,0,36,0,0,83,0,0,31,0,0,6,0,0,0,"Foreman, Jonathan H"
2024,Spring,2024-sp,VM,604,Structure and Function III,LEC,0,30,0,0,71,0,0,43,0,0,8,0,3,0,"Foreman, Jonathan H"
2024,Spring,2024-sp,VM,608,Pathobiology III,LEC,0,32,0,0,77,0,0,37,0,0,6,0,0,0,"Vieson, Miranda"
2024,Spring,2024-sp,VM,655,SA Medicine and Surgery III,LEC,0,18,0,0,63,0,0,45,0,0,7,0,0,0,"Ridgway, Marcella D"
2024,Spring,2024-sp,VM,656,LA Medicine and Surgery III,LEC,0,32,0,0,64,0,0,35,0,0,2,0,0,0,"Garrett, Edgar F"
2024,Summer,2024-su,ACCY,200,Fundamentals of Accounting,ONL,8,9,9,3,7,4,0,5,0,0,1,0,0,0,"Zhang, Li"
2024,Summer,2024-su,ACCY,202,Accounting and Accountancy II,ONL,11,12,1,7,11,2,3,6,2,0,0,0,0,1,"Shapland, Julia P"
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,LCD,2,17,2,6,3,11,1,4,1,0,1,0,0,0,"Ibrahim, Adel Nematallah"
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,LCD,4,10,8,4,2,1,0,0,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,LCD,6,9,12,1,1,2,0,0,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2024,Summer,2024-su,ACCY,550,Multistate Taxation,ONL,6,27,6,2,0,0,0,0,0,0,0,0,0,0,"Hutchens, Matthew"
2024,Summer,2024-su,ACCY,554,International Taxation,ONL,13,21,3,1,1,0,0,0,0,0,0,0,1,0,"Hutchens, Matthew"
2024,Summer,2024-su,ACCY,593,Adv Accy Theory & Practice,LCD,1,12,2,3,3,1,0,1,0,0,0,0,0,0,"Kustanovich, Michael"
2024,Summer,2024-su,ACCY,593,Adv Accy Theory & Practice,LCD,1,10,2,3,1,2,2,1,1,0,0,0,0,0,"Kustanovich, Michael"
2024,Summer,2024-su,ACE,240,Personal Financial Planning,ONL,2,4,6,1,5,5,4,0,0,2,1,1,0,0,"Stoddard, Paul B"
2024,Summer,2024-su,ADV,175,Intro to Multicultural Adverti,OLC,0,8,8,6,5,1,1,1,0,0,0,0,0,0,"Chambers, Jason P"
2024,Summer,2024-su,ADV,281,Advertising Research Methods,ONL,0,19,1,0,0,0,0,2,0,0,0,0,1,0,"Ham, Chang Dae"
2024,Summer,2024-su,ADV,310,Intro to Public Relations,ONL,12,7,1,5,6,0,0,2,1,0,0,1,2,2,"Hitchon, Jacqueline C"
2024,Summer,2024-su,AFRO,100,Intro to African American St,ONL,0,7,5,0,9,2,1,1,0,0,2,0,1,0,"McMillion, Desiree Y"
2024,Summer,2024-su,AFRO,132,African American Music,ONL,0,7,8,5,2,2,0,0,0,1,0,0,1,0,"Meyers, John P"
2024,Summer,2024-su,ANSC,205,World Animal Resources,ONL,14,17,2,4,2,1,3,1,1,1,2,0,2,0,"Emmert, Jason L"
2024,Summer,2024-su,ANTH,103,Anthro in a Changing World,ONL,26,16,6,5,6,4,4,4,0,1,2,1,2,0,"Escamilla, Breanna S"
2024,Summer,2024-su,ANTH,180,The Archaeology of Death,ONL,23,5,0,1,0,0,0,0,0,1,0,0,0,0,"Shaw, Joanna G"
2024,Summer,2024-su,ANTH,246,Forensic Science,ONL,4,26,3,1,2,0,0,0,0,0,2,1,0,0,"Reich, Arielle Y"
2024,Summer,2024-su,ASTR,330,Extraterrestrial Life,ONL,4,14,14,5,7,0,1,1,0,0,0,0,2,0,"Dunne, Bryan C"
2024,Summer,2024-su,ATMS,120,Severe and Hazardous Weather,ONL,2,9,1,5,11,2,1,3,1,1,1,0,3,2,"Choate, Jessica J"
2024,Summer,2024-su,BADM,275,Operations Management,ONL,0,58,11,4,3,2,1,0,0,0,0,0,1,1,"Baddam, Swathi Reddy"
2024,Summer,2024-su,BADM,300,The Legal Environment of Bus,ONL,80,17,2,2,0,0,1,0,1,0,0,0,2,0,"Warnick, Emerson T"
2024,Summer,2024-su,BADM,310,Mgmt and Organizational Beh,ONL,37,74,4,2,1,3,1,1,1,0,1,0,0,0,"Ji, Mingshuang"
2024,Summer,2024-su,BADM,311,Leading Individuals and Teams,ONL,14,17,1,1,0,1,0,1,0,0,0,0,3,0,"Luckman, Elizabeth"
2024,Summer,2024-su,BADM,320,Principles of Marketing,ONL,12,96,10,11,7,1,2,1,1,0,0,1,0,0,"Kim, Myoung Hee"
2024,Summer,2024-su,BADM,350,IT for Networked Organizations,ONL,0,20,4,0,0,1,0,1,0,0,0,0,1,0,"Sachdev, Vishal"
2024,Summer,2024-su,BADM,380,International Business,ONL,3,14,4,1,1,0,0,0,0,0,0,0,2,0,"Bucheli, Marcelo"
2024,Summer,2024-su,BADM,403,Corporate & Commercial Law,ONL,32,28,8,3,2,0,0,0,0,0,0,0,0,0,"Fricke, Michael R"
2024,Summer,2024-su,BADM,544,Strategic Management,ONL,339,318,189,83,43,13,6,3,0,0,0,0,8,0,"Somaya, Deepak"
2024,Summer,2024-su,BADM,544,Strategic Management,ONL,10,8,2,1,1,1,0,0,0,0,0,0,2,0,"Somaya, Deepak"
2024,Summer,2024-su,BADM,550,Business Practicum,LCD,1,37,0,1,1,1,1,0,0,0,0,0,0,0,"Noonan, James R"
2024,Summer,2024-su,BADM,550,Business Practicum,LCD,0,41,3,1,0,0,0,0,0,0,0,0,0,0,"Noonan, James R"
2024,Summer,2024-su,BADM,551,Managing Intellectual Property,ONL,0,133,0,3,0,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
2024,Summer,2024-su,BADM,567,Operations Management,LCD,11,33,7,3,0,0,0,1,0,0,0,0,0,0,"Anand, Gopesh J"
2024,Summer,2024-su,BADM,567,Operations Management,ONL,146,636,77,27,13,5,3,0,1,0,0,0,3,0,"Anand, Gopesh J"
2024,Summer,2024-su,BADM,567,Operations Management,ONL,10,51,14,1,6,1,1,0,0,0,0,0,3,0,"Anand, Gopesh J"
2024,Summer,2024-su,BADM,588,Business Practice Immersion,DIS,0,48,0,0,0,1,0,0,0,0,0,0,0,0,"Noonan, James R"
2024,Summer,2024-su,BTW,250,Principles Bus Comm,ONL,16,5,0,0,0,0,1,0,0,0,0,0,0,0,"Holguin, Marilyn M"
2024,Summer,2024-su,CHEM,102,General Chemistry I,ONL,0,1,2,1,5,5,2,6,4,2,3,2,8,5,"Marville, Kelly"
2024,Summer,2024-su,CHEM,104,General Chemistry II,ONL,6,4,5,7,17,14,7,18,14,2,0,2,4,1,"Ray, Christian R"
2024,Summer,2024-su,CHEM,232,Elementary Organic Chemistry I,ONL,6,4,5,4,11,9,5,4,7,0,3,0,10,1,"Axelson, Jordan C"
2024,Summer,2024-su,CHEM,360,Chemistry of the Environment,OLC,0,21,11,7,9,0,0,1,0,0,0,0,0,0,"Huang, Tina H"
2024,Summer,2024-su,CHEM,442,Physical Chemistry I,ONL,1,9,3,1,3,1,1,1,2,0,0,0,2,1,"Nicely, Amy L"
2024,Summer,2024-su,CHLH,101,Introduction to Public Health,ONL,7,5,4,2,3,1,1,1,0,0,0,1,0,0,"Schwingel, Andiara"
2024,Summer,2024-su,CHLH,243,Drug Use and Misuse,ONL,0,18,0,0,4,0,0,4,0,0,0,0,2,0,"Schwingel, Andiara"
2024,Summer,2024-su,CHLH,260,Introduction to Medical Ethics,ONL,0,18,0,0,5,0,0,0,0,0,0,0,1,0,"Freehill, Ariel N"
2024,Summer,2024-su,CI,438,Comp Prgrmmg and the Classroom,ONL,0,22,1,0,0,1,0,0,0,0,0,0,0,0,"Hartman, Bryan R"
2024,Summer,2024-su,CLCV,115,Mythology of Greece and Rome,ONL,5,8,7,2,2,2,2,1,0,0,0,0,0,1,"Mylli, Eleonora"
2024,Summer,2024-su,CMN,102,Introduction to Communication,ONL,3,5,2,3,6,0,1,1,1,1,0,0,1,0,"G Son, Gopashis Biswas"
2024,Summer,2024-su,CS,128,Intro to Computer Science II,OLC,0,65,4,5,3,2,0,1,2,0,3,0,5,0,"Nowak, Michael"
2024,Summer,2024-su,CS,411,Database Systems,ONL,56,93,6,8,2,1,1,1,0,0,0,0,2,0,"Chang, Kevin C"
2024,Summer,2024-su,CS,411,Database Systems,ONL,6,70,7,7,4,5,1,1,0,0,0,0,0,0,"Alawini, Abdussalam A"
2024,Summer,2024-su,CS,416,Data Visualization,ONL,233,117,16,9,5,4,1,2,0,0,1,0,1,1,"Hart, John C"
2024,Summer,2024-su,CS,416,Data Visualization,ONL,67,38,11,1,6,1,3,5,1,0,0,0,2,0,"Hart, John C"
2024,Summer,2024-su,CS,421,Progrmg Languages & Compilers,ONL,28,28,7,5,5,1,1,2,0,0,0,0,3,1,"Beckman, Mattox A"
2024,Summer,2024-su,CS,421,Progrmg Languages & Compilers,ONL,34,27,14,7,6,5,3,3,1,2,1,2,7,0,"Beckman, Mattox A"
2024,Summer,2024-su,CS,519,Scientific Visualization,ONL,8,160,63,14,10,0,1,1,0,0,3,0,2,0,"Shaffer, Eric G"
2024,Summer,2024-su,CS,519,Scientific Visualization,ONL,0,18,5,1,3,0,0,0,0,0,0,0,0,0,"Shaffer, Eric G"
2024,Summer,2024-su,CS,598,Data Mining Capstone,ONL,8,15,0,0,1,0,0,0,0,0,0,0,0,0,"Farivar, Reza"
2024,Summer,2024-su,DANC,100,Intro to Contemporary Dance,ONL,9,14,1,0,0,1,1,0,0,0,0,0,0,0,"Amiri, Banafsheh"
2024,Summer,2024-su,DANC,100,Intro to Contemporary Dance,ONL,0,19,0,0,1,1,0,0,1,1,1,0,1,0,"Segale, Magdalyn L"
2024,Summer,2024-su,DANC,340,Dancing Black Popular Culture,ONL,0,3,5,12,3,5,1,0,1,0,2,1,0,2,"Owens, Nikolas C"
2024,Summer,2024-su,ECE,120,Introduction to Computing,OLC,6,3,4,4,3,2,1,4,1,1,0,0,3,0,"Bhowmik, Ujjal K"
2024,Summer,2024-su,ECE,210,Analog Signal Processing,ONL,6,4,7,8,4,3,3,1,3,3,0,1,1,6,"Chen, Xu"
2024,Summer,2024-su,ECE,220,Computer Systems & Programming,ONL,2,5,5,4,9,5,2,5,2,0,2,2,1,2,"Moon, Thomas"
2024,Summer,2024-su,ECE,310,Digital Signal Processing,ONL,1,11,8,5,11,3,2,0,0,0,0,0,0,0,"Radhakrishnan, Chandrasek"
